index,ds,y,yhat1,trend,season_yearly,season_weekly
431,2019-03-08,202,203.90231,204.0594,-28.131817,27.974737
432,2019-03-09,205,194.3511,204.12401,-26.779951,17.00705
433,2019-03-10,149,171.96274,204.18863,-25.435165,-6.7907248
434,2019-03-11,195,154.69803,204.25323,-24.100515,-25.45469
435,2019-03-12,188,156.58534,204.31784,-22.776287,-24.95621
436,2019-03-13,185,177.24377,204.38245,-21.468134,-5.670536
437,2019-03-14,180,202.17868,204.44705,-20.173328,17.904957
438,2019-03-15,213,213.58574,204.51167,-18.900656,27.974726
439,2019-03-16,235,203.91484,204.5763,-17.646387,16.984945
440,2019-03-17,151,181.43233,204.6409,-16.417356,-6.791207
441,2019-03-18,160,164.03061,204.7055,-15.208656,-25.46623
442,2019-03-19,180,165.79019,204.77011,-14.02393,-24.955982
443,2019-03-20,179,186.29718,204.83472,-12.867502,-5.6700463
444,2019-03-21,199,211.0513,204.89934,-11.73237,17.884335
445,2019-03-22,237,222.3167,204.96394,-10.621972,27.974714
446,2019-03-23,235,212.47566,205.02856,-9.537451,16.98455
447,2019-03-24,147,189.82373,205.09317,-8.47774,-6.791692
448,2019-03-25,176,172.26205,205.15778,-7.440636,-25.455103
449,2019-03-26,208,173.85458,205.22238,-6.424416,-24.943386
450,2019-03-27,144,194.22986,205.30325,-5.430589,-5.642798
451,2019-03-28,193,218.81897,205.38898,-4.454723,17.884718
452,2019-03-29,213,229.95128,205.4747,-3.4986956,27.975267
453,2019-03-30,234,219.99167,205.56042,-2.5529187,16.984154
454,2019-03-31,132,197.22511,205.64616,-1.6288711,-6.792176
455,2019-04-01,216,179.56354,205.73187,-0.7130493,-25.45531
456,2019-04-02,185,181.0524,205.81763,0.19030479,-24.955528
457,2019-04-03,195,201.34586,205.90334,1.084812,-5.6423078
458,2019-04-04,228,225.87071,205.98907,1.9755337,17.906107
459,2019-04-05,263,236.90457,206.0748,2.8550887,27.974695
460,2019-04-06,281,226.90071,206.16052,3.7347136,17.005465
461,2019-04-07,149,204.06668,206.24625,4.613085,-6.792659
462,2019-04-08,224,186.36716,206.33197,5.490687,-25.455519
463,2019-04-09,194,187.82538,206.41771,6.3629746,-24.955305
464,2019-04-10,226,208.07547,206.50343,7.2406163,-5.668582
465,2019-04-11,216,232.61319,206.58917,8.11754,17.906488
466,2019-04-12,235,243.64485,206.6749,8.995262,27.974684
467,2019-04-13,258,233.62163,206.76062,9.877654,16.98336
468,2019-04-14,176,210.81226,206.84634,10.759055,-6.7931437
469,2019-04-15,186,193.11104,206.93207,11.646021,-25.467058
470,2019-04-16,189,194.59143,207.0178,12.528704,-24.955078
471,2019-04-17,213,214.8492,207.10355,13.413745,-5.6680946
472,2019-04-18,236,239.37074,207.18927,14.295613,17.885868
473,2019-04-19,259,250.42677,207.275,15.177112,27.974674
474,2019-04-20,264,240.39793,207.36072,16.054237,16.982965
475,2019-04-21,178,217.5754,207.44644,16.922565,-6.793625
476,2019-04-22,201,199.862,207.53217,17.785763,-25.455933
477,2019-04-23,227,201.31413,207.6179,18.63871,-24.942482
478,2019-04-24,247,221.54292,207.70364,19.480137,-5.640844
479,2019-04-25,241,245.98012,207.78937,20.304514,17.886251
480,2019-04-26,221,256.96472,207.87509,21.114428,27.975225
481,2019-04-27,264,246.85,207.96082,21.90664,16.982569
482,2019-04-28,161,223.9263,208.04654,22.673868,-6.794109
483,2019-04-29,224,206.09665,208.13228,23.420523,-25.45614
484,2019-04-30,195,207.40643,208.21799,24.143057,-24.954628
485,2019-05-01,232,227.50026,208.30373,24.836882,-5.640355
486,2019-05-02,253,251.79796,208.38945,25.500864,17.907639
487,2019-05-03,250,262.58484,208.47519,26.135021,27.974651
488,2019-05-04,282,252.30032,208.56091,26.735527,17.003881
489,2019-05-05,192,229.1594,208.64664,27.307348,-6.7945924
490,2019-05-06,246,211.11728,208.73236,27.84125,-25.456345
491,2019-05-07,195,212.20668,208.81808,28.342999,-24.954403
492,2019-05-08,228,232.04662,208.90382,28.809422,-5.6666284
493,2019-05-09,257,256.14026,208.98956,29.242662,17.908022
494,2019-05-10,242,266.69254,209.07529,29.64263,27.974642
495,2019-05-11,285,256.1526,209.16101,30.009825,16.981775
496,2019-05-12,179,232.79836,209.24673,30.346693,-6.795077
497,2019-05-13,219,214.51921,209.33246,30.65462,-25.467884
498,2019-05-14,239,215.4,209.4182,30.935982,-24.954176
499,2019-05-15,258,235.0292,209.50392,31.19143,-5.6661406
500,2019-05-16,242,258.90344,209.58966,31.426418,17.887402
501,2019-05-17,279,269.29346,209.67538,31.643454,27.974628
502,2019-05-18,260,258.58688,209.76111,31.8444,16.981379
503,2019-05-19,194,235.08644,209.84683,32.03517,-6.795562
504,2019-05-20,227,216.69446,209.93256,32.218655,-25.45676
505,2019-05-21,213,217.47694,210.0183,32.400234,-24.941578
506,2019-05-22,234,237.00821,210.06499,32.58211,-5.63889
507,2019-05-23,244,260.74597,210.0873,32.77089,17.887785
508,2019-05-24,264,271.0542,210.10959,32.969425,27.975185
509,2019-05-25,278,260.2972,210.1319,33.184326,16.980982
510,2019-05-26,169,236.77676,210.1542,33.41862,-6.796045
511,2019-05-27,224,218.39677,210.1765,33.67723,-25.456966
512,2019-05-28,220,219.20964,210.19879,33.964573,-24.953726
513,2019-05-29,244,238.84084,210.2211,34.284893,-5.665163
514,2019-05-30,264,262.7954,210.24341,34.64284,17.90917
515,2019-05-31,257,273.28082,210.2657,35.04052,27.974611
516,2019-06-01,326,262.7732,210.288,35.482906,17.002296
517,2019-06-02,165,239.51237,210.3103,35.97209,-6.770018
518,2019-06-03,238,221.38593,210.33261,36.510494,-25.457174
519,2019-06-04,245,222.50252,210.35492,37.10111,-24.953503
520,2019-06-05,243,242.45755,210.37721,37.74501,-5.6646767
521,2019-06-06,264,266.7306,210.39952,38.44254,17.888552
522,2019-06-07,304,277.59198,210.42181,39.19557,27.9746
523,2019-06-08,299,267.42767,210.44412,40.003353,16.98019
524,2019-06-09,217,244.53464,210.46643,40.865227,-6.7970114
525,2019-06-10,265,226.82272,210.48871,41.780037,-25.446028
526,2019-06-11,263,228.30402,210.51102,42.746277,-24.953276
527,2019-06-12,260,248.62813,210.53333,43.758987,-5.6641903
528,2019-06-13,277,273.26376,210.55562,44.819214,17.888935
529,2019-06-14,312,284.47485,210.57793,45.921764,27.975155
530,2019-06-15,325,274.63892,210.60022,47.058884,16.979795
531,2019-06-16,215,252.05489,210.62253,48.229862,-6.7974954
532,2019-06-17,263,234.6167,210.64484,49.429447,-25.457586
533,2019-06-18,237,236.3617,210.66714,50.647602,-24.953049
534,2019-06-19,274,256.9365,210.68944,51.883984,-5.6369395
535,2019-06-20,277,281.72766,210.71173,53.12659,17.889318
536,2019-06-21,301,293.0792,210.73404,54.370003,27.975145
537,2019-06-22,314,283.36517,210.75635,55.607723,17.00111
538,2019-06-23,200,260.8136,210.77866,56.832947,-6.797979
539,2019-06-24,238,243.37848,210.80093,58.035328,-25.457794
540,2019-06-25,239,245.08174,210.82324,59.211308,-24.952824
541,2019-06-26,263,265.5299,210.84555,60.347576,-5.663213
542,2019-06-27,269,290.21765,210.86784,61.439117,17.910706
543,2019-06-28,308,301.34283,210.89015,62.478092,27.974567
544,2019-06-29,297,291.37128,210.91245,63.4581,17.000713
545,2019-06-30,190,268.53345,210.93475,64.37066,-6.7719536
546,2019-07-01,216,250.70763,210.95706,65.20858,-25.458
547,2019-07-02,242,251.99138,210.97935,65.964615,-24.952599
548,2019-07-03,261,271.9721,211.00166,66.63318,-5.6627226
549,2019-07-04,289,296.1239,211.02396,67.20986,17.890085
550,2019-07-05,318,306.70905,211.04626,67.68824,27.974556
551,2019-07-06,321,296.1109,211.06857,68.063705,16.978605
552,2019-07-07,204,272.62503,211.09088,68.3331,-6.798945
553,2019-07-08,226,254.15941,211.11316,68.4931,-25.446857
554,2019-07-09,243,254.7231,211.13547,68.540016,-24.952374
555,2019-07-10,255,273.96918,211.15778,68.47365,-5.662236
556,2019-07-11,267,297.36377,211.18007,68.29323,17.890469
557,2019-07-12,316,307.17422,211.20238,67.99673,27.975117
558,2019-07-13,314,295.78912,211.22467,67.58623,16.978209
559,2019-07-14,241,271.51123,211.24698,67.063675,-6.79943
560,2019-07-15,234,252.24059,211.26929,66.42971,-25.458416
561,2019-07-16,264,252.0274,211.29158,65.68796,-24.952147
562,2019-07-17,273,270.52106,211.31277,64.843285,-5.6349854
563,2019-07-18,304,293.122,211.33267,63.89852,17.890852
564,2019-07-19,290,302.1873,211.35255,62.85962,27.975103
565,2019-07-20,338,290.1054,211.37244,61.73343,16.999525
566,2019-07-21,236,265.11627,211.39233,60.523838,-6.799913
567,2019-07-22,312,245.19206,211.41223,59.23845,-25.458624
568,2019-07-23,236,244.36714,211.43213,57.886944,-24.951921
569,2019-07-24,248,262.26523,211.45201,56.474464,-5.6612587
570,2019-07-25,319,284.39532,211.47191,55.011192,17.912237
571,2019-07-26,283,292.97034,211.49179,53.503986,27.974525
572,2019-07-27,330,280.47125,211.51169,51.960445,16.99913
573,2019-07-28,238,255.15096,211.53159,50.39326,-6.773888
574,2019-07-29,215,234.90059,211.55148,48.80793,-25.458828
575,2019-07-30,253,233.83228,211.57137,47.212612,-24.951698
576,2019-07-31,244,251.5506,211.59125,45.620106,-5.660771
577,2019-08-01,237,273.5377,211.61115,44.03492,17.891619
578,2019-08-02,297,282.06952,211.63104,42.463978,27.974512
579,2019-08-03,279,269.5489,211.65094,40.92093,16.97702
580,2019-08-04,173,244.27896,211.67082,39.40901,-6.8008804
581,2019-08-05,194,224.17873,211.6907,37.9357,-25.447685
582,2019-08-06,245,223.26631,211.7106,36.507164,-24.95147
583,2019-08-07,244,241.19965,211.7305,35.129425,-5.660282
584,2019-08-08,268,263.45203,211.7504,33.809647,17.892002
585,2019-08-09,267,272.29688,211.77028,32.551533,27.975077
586,2019-08-10,242,260.1244,211.79019,31.357576,16.976624
587,2019-08-11,179,235.23929,211.81006,30.230593,-6.8013644
588,2019-08-12,195,215.54527,211.82996,29.174562,-25.459244
589,2019-08-13,220,215.08849,211.84985,28.189875,-24.951244
590,2019-08-14,208,233.5154,211.86975,27.278675,-5.6330295
591,2019-08-15,261,256.22147,211.88965,26.439444,17.892385
592,2019-08-16,258,265.55835,211.90952,25.673763,27.975065
593,2019-08-17,309,253.90404,211.92943,24.976664,16.99794
594,2019-08-18,187,229.49449,211.94931,24.34702,-6.801847
595,2019-08-19,213,210.29425,211.96921,23.784502,-25.45945
596,2019-08-20,215,210.31934,211.9891,23.281265,-24.951021
597,2019-08-21,197,229.18765,212.00899,22.837988,-5.659306
598,2019-08-22,250,252.3879,212.02888,22.445246,17.913769
599,2019-08-23,257,262.12335,212.04877,22.100115,27.974485
600,2019-08-24,303,250.86317,212.06866,21.796968,16.997545
601,2019-08-25,187,226.84322,212.08855,21.530485,-6.775822
602,2019-08-26,226,207.93997,212.10844,21.291187,-25.459656
603,2019-08-27,246,208.25262,212.12834,21.075079,-24.950792
604,2019-08-28,232,227.36552,212.14822,20.876123,-5.658816
605,2019-08-29,245,250.74536,212.16812,20.684084,17.893152
606,2019-08-30,265,260.65726,212.188,20.494781,27.97447
607,2019-08-31,302,249.48434,212.2079,20.300997,16.975437
608,2019-09-01,179,225.52162,212.2278,20.096638,-6.802815
609,2019-09-02,194,206.6732,212.2477,19.874027,-25.448517
610,2019-09-03,209,206.9453,212.26758,19.628275,-24.950567
611,2019-09-04,258,225.983,212.28748,19.35386,-5.6583285
612,2019-09-05,244,249.24533,212.30736,19.044437,17.893534
613,2019-09-06,262,258.99927,212.32726,18.696976,27.975035
614,2019-09-07,249,247.62605,212.34715,18.303873,16.97504
615,2019-09-08,173,223.4307,212.36703,17.866955,-6.8032994
616,2019-09-09,236,204.30591,212.38693,17.379057,-25.46007
617,2019-09-10,219,204.29716,212.40683,16.840672,-24.950342
618,2019-09-11,219,223.05446,212.43735,16.248194,-5.6310754
619,2019-09-12,219,245.98753,212.49174,15.601853,17.893917
620,2019-09-13,243,255.42448,212.54616,14.903322,27.975023
621,2019-09-14,259,243.74712,212.60056,14.150213,16.996357
622,2019-09-15,189,219.19719,212.65497,13.346004,-6.8037825
623,2019-09-16,187,199.74277,212.70938,12.493654,-25.460278
624,2019-09-17,231,199.4092,212.7638,11.595525,-24.950115
625,2019-09-18,230,217.81569,212.81819,10.654844,-5.657352
626,2019-09-19,218,240.44348,212.8726,9.676568,17.894302
627,2019-09-20,269,249.56633,212.92702,8.66488,27.97444
628,2019-09-21,220,237.60408,212.98143,7.626706,16.99596
629,2019-09-22,169,212.8258,213.03583,6.56774,-6.7777576
630,2019-09-23,176,193.13443,213.09024,5.49333,-25.449139
631,2019-09-24,193,192.6069,213.14465,4.4121475,-24.94989
632,2019-09-25,236,210.87225,213.19905,3.3300664,-5.6568656
633,2019-09-26,258,233.40433,213.25346,2.2561846,17.894684
634,2019-09-27,240,242.48015,213.30788,1.1972636,27.975004
635,2019-09-28,244,230.49643,213.36229,0.16029577,16.973848
636,2019-09-29,170,205.76627,213.41669,-0.8456685,-6.8047485
637,2019-09-30,206,186.20828,213.4711,-1.8134674,-25.449345
638,2019-10-01,173,185.82709,213.5255,-2.7364025,-24.96202
639,2019-10-02,203,204.31702,213.57991,-3.6065214,-5.656376
640,2019-10-03,240,227.11368,213.63432,-4.4157257,17.89507
641,2019-10-04,228,236.50351,213.68874,-5.1602054,27.974993
642,2019-10-05,256,224.9066,213.74313,-5.8317127,16.995169
643,2019-10-06,140,200.56613,213.79755,-6.4261713,-6.805233
644,2019-10-07,196,181.45242,213.85196,-6.938628,-25.460897
645,2019-10-08,213,181.5918,213.90637,-7.36514,-24.949438
646,2019-10-09,201,200.57748,213.96077,-7.7006416,-5.6826463
647,2019-10-10,220,223.96552,214.01518,-7.9451203,17.895452
648,2019-10-11,230,233.9489,214.0696,-8.095681,27.974983
649,2019-10-12,254,222.96756,214.12401,-8.151226,16.994772
650,2019-10-13,166,199.28673,214.1784,-8.112471,-6.779209
651,2019-10-14,197,180.79095,214.23282,-7.980767,-25.461103
652,2019-10-15,199,181.58069,214.28722,-7.757322,-24.949213
653,2019-10-16,220,201.24367,214.34163,-7.4425726,-5.6553993
654,2019-10-17,182,225.24681,214.39604,-7.04507,17.895834
655,2019-10-18,240,235.85791,214.45045,-6.5669217,27.974396
656,2019-10-19,238,225.48752,214.50485,-6.0117226,16.994375
657,2019-10-20,147,202.38994,214.55927,-5.389628,-6.779693
658,2019-10-21,192,184.46146,214.61368,-4.702266,-25.449966
659,2019-10-22,188,185.75444,214.66809,-3.964658,-24.94899
660,2019-10-23,237,205.88762,214.72249,-3.1799567,-5.6549115
661,2019-10-24,214,230.31534,214.7769,-2.3577793,17.89622
662,2019-10-25,227,241.29767,214.8313,-1.5085939,27.974964
663,2019-10-26,262,231.21428,214.88571,-0.643694,16.972265
664,2019-10-27,152,208.36455,214.94012,0.23110518,-6.8066845
665,2019-10-28,189,190.64517,214.99454,1.1008136,-25.450172
666,2019-10-29,181,192.04138,215.04893,1.9535726,-24.96112
667,2019-10-30,206,212.23228,215.10335,2.7833657,-5.654424
668,2019-10-31,220,236.6307,215.15776,3.5763478,17.8966
669,2019-11-01,240,247.51051,215.21216,4.323399,27.974949
670,2019-11-02,244,237.27078,215.26657,5.0106263,16.993586
671,2019-11-03,179,214.14351,215.32098,5.629704,-6.8071666
672,2019-11-04,191,196.08492,215.37538,6.1712575,-25.461723
673,2019-11-05,190,197.10663,215.4298,6.6253624,-24.948538
674,2019-11-06,251,216.781,215.47762,6.98408,-5.6806936
675,2019-11-07,249,240.62009,215.48915,7.233964,17.896984
676,2019-11-08,225,250.84972,215.50069,7.374083,27.974941
677,2019-11-09,257,239.89845,215.51222,7.393049,16.993189
678,2019-11-10,173,216.02985,215.52376,7.2872396,-6.7811446
679,2019-11-11,218,197.12315,215.5353,7.049793,-25.461931
680,2019-11-12,201,197.2754,215.54683,6.676888,-24.94831
681,2019-11-13,196,216.0713,215.55836,6.1663823,-5.6534467
682,2019-11-14,238,238.98096,215.5699,5.5136933,17.897367
683,2019-11-15,249,248.2742,215.58144,4.718412,27.974354
684,2019-11-16,279,236.36685,215.59297,3.7810829,16.992792
685,2019-11-17,178,211.52594,215.6045,2.7030509,-6.781627
686,2019-11-18,207,191.64874,215.61604,1.4834857,-25.450796
687,2019-11-19,223,190.80641,215.62758,0.12691584,-24.948086
688,2019-11-20,244,208.62537,215.63911,-1.3608096,-5.6529565
689,2019-11-21,254,230.56952,215.65067,-2.978889,17.89775
690,2019-11-22,245,238.91937,215.6622,-4.717737,27.97492
691,2019-11-23,243,226.06596,215.67374,-6.5784507,16.970678
692,2019-11-24,183,200.33455,215.68526,-8.542099,-6.808618
693,2019-11-25,193,179.63634,215.69681,-10.609462,-25.451004
694,2019-11-26,213,177.98248,215.70834,-12.765648,-24.96022
695,2019-11-27,236,195.06186,215.71988,-15.005538,-5.65247
696,2019-11-28,252,216.30933,215.7314,-17.320204,17.898134
697,2019-11-29,239,224.02557,215.74295,-19.692286,27.974909
698,2019-11-30,252,210.63008,215.75449,-22.116404,16.992
699,2019-12-01,122,184.37521,215.76602,-24.581703,-6.8091016
700,2019-12-02,158,163.24118,215.77756,-27.073832,-25.462551
701,2019-12-03,138,161.25891,215.7891,-29.58255,-24.947634
702,2019-12-04,165,178.02568,215.80063,-32.096207,-5.678741
703,2019-12-05,179,199.10728,215.81216,-34.6034,17.898518
704,2019-12-06,189,206.70822,215.8237,-37.090378,27.9749
705,2019-12-07,172,193.2747,215.83524,-39.552135,16.991604
706,2019-12-08,135,167.09222,215.84677,-41.97147,-6.7830777
707,2019-12-09,132,146.04993,215.8583,-44.345634,-25.462757
708,2019-12-10,143,144.26712,215.86984,-46.65531,-24.947409
709,2019-12-11,153,161.33377,215.8814,-48.896126,-5.6514935
710,2019-12-12,155,182.731,215.89291,-51.06082,17.898901
711,2019-12-13,175,190.73907,215.90446,-53.139694,27.974308
712,2019-12-14,185,177.78223,215.91599,-55.12496,16.991207
713,2019-12-15,137,152.13191,215.92754,-57.012054,-6.7835617
714,2019-12-16,147,131.69495,215.93906,-58.792496,-25.451622
715,2019-12-17,163,130.541,215.9506,-60.462418,-24.94718
716,2019-12-18,148,148.2911,215.96214,-62.02004,-5.651005
717,2019-12-19,154,170.41385,215.97368,-63.459114,17.899282
718,2019-12-20,176,179.18073,215.9852,-64.779366,27.974882
719,2019-12-21,190,166.98697,215.99675,-65.97887,16.969093
720,2019-12-22,127,142.14078,216.00829,-67.05696,-6.810552
721,2019-12-23,162,122.55536,216.01982,-68.01263,-25.451832
722,2019-12-24,170,122.22225,216.03136,-68.849785,-24.95932
723,2019-12-25,170,140.82367,216.0429,-69.5687,-5.650515
724,2019-12-26,156,163.80399,216.05443,-70.1711,17.92066
725,2019-12-27,187,173.37848,216.06596,-70.66236,27.974869
726,2019-12-28,201,162.04492,216.0775,-71.04471,17.012117
727,2019-12-29,131,137.97952,216.08904,-71.32498,-6.78453
728,2019-12-30,150,119.13214,216.10057,-71.50505,-25.463379
729,2019-12-31,140,119.55995,216.11212,-71.59306,-24.959093
730,2020-01-01,143,138.87999,216.12364,-71.59363,-5.6500287
731,2020-01-02,156,162.53589,216.12886,-71.51401,17.921043
732,2020-01-03,165,172.74872,216.13406,-71.360214,27.97486
733,2020-01-04,186,161.96855,216.13928,-71.13903,16.9683
734,2020-01-05,112,138.50253,216.14449,-70.85693,-6.7850122
735,2020-01-06,131,120.18758,216.14969,-70.52123,-25.440882
736,2020-01-07,135,121.055725,216.15489,-70.140305,-24.95887
737,2020-01-08,143,140.7926,216.16011,-69.717964,-5.649541
738,2020-01-09,172,164.78162,216.16531,-69.26313,17.879423
739,2020-01-10,168,175.36499,216.17052,-68.78037,27.97485
740,2020-01-11,201,164.86646,216.17574,-68.277176,16.967905
741,2020-01-12,112,141.63577,216.18094,-67.75967,-6.785496
742,2020-01-13,135,123.49053,216.18616,-67.231834,-25.46379
743,2020-01-14,130,124.53321,216.19136,-66.69952,-24.958643
744,2020-01-15,111,144.37953,216.19656,-66.16798,-5.649052
745,2020-01-16,143,168.44186,216.20177,-65.63971,17.879807
746,2020-01-17,180,179.06267,216.20699,-65.119156,27.974836
747,2020-01-18,179,168.6133,216.21219,-64.609825,17.01093
748,2020-01-19,119,145.31847,216.2174,-64.11296,-6.7859797
749,2020-01-20,131,127.12746,216.22261,-63.63115,-25.463999
750,2020-01-21,147,128.10297,216.22781,-63.16644,-24.958416
751,2020-01-22,126,147.86635,216.23303,-62.718113,-5.648565
752,2020-01-23,182,171.87381,216.23824,-62.286617,17.922192
753,2020-01-24,186,182.34497,216.24345,-61.87331,27.974827
754,2020-01-25,181,171.78358,216.24866,-61.4756,17.010536
755,2020-01-26,124,148.37411,216.25386,-61.093285,-6.786464
756,2020-01-27,136,130.07014,216.25906,-60.72472,-25.464207
757,2020-01-28,134,130.94005,216.26428,-60.366035,-24.958193
758,2020-01-29,135,150.60449,216.26949,-60.016922,-5.6480746
759,2020-01-30,160,174.48138,216.27469,-59.673878,17.880573
760,2020-01-31,163,184.92163,216.2799,-59.33309,27.97482
761,2020-02-01,205,174.26003,216.28511,-58.99181,16.966715
762,2020-02-02,116,150.85614,216.29033,-58.647236,-6.7869487
763,2020-02-03,152,132.55927,216.29553,-58.294548,-25.441711
764,2020-02-04,152,133.41208,216.30074,-57.930683,-24.957968
765,2020-02-05,178,153.10631,216.30594,-57.55205,-5.647586
766,2020-02-06,157,177.03781,216.31116,-57.154297,17.880957
767,2020-02-07,187,187.55667,216.31636,-56.73451,27.974808
768,2020-02-08,185,176.99951,216.32158,-56.288376,16.966318
769,2020-02-09,152,153.72495,216.32678,-55.81441,-6.7874317
770,2020-02-10,136,135.56015,216.33199,-55.307217,-25.464617
771,2020-02-11,156,136.61472,216.3372,-54.76475,-24.957739
772,2020-02-12,181,156.51016,216.3424,-54.18516,-5.6470985
773,2020-02-13,160,180.6647,216.34763,-53.56424,17.88134
774,2020-02-14,196,191.42416,216.35281,-52.90344,27.974796
775,2020-02-15,204,181.16895,216.35803,-52.198437,17.009348
776,2020-02-16,145,158.12727,216.36324,-51.448048,-6.7879148
777,2020-02-17,155,140.25285,216.36844,-50.65077,-25.464825
778,2020-02-18,129,141.60583,216.37366,-49.810314,-24.957516
779,2020-02-19,164,161.81175,216.37886,-48.920506,-5.64661
780,2020-02-20,182,186.31941,216.38408,-47.98839,17.923723
781,2020-02-21,203,197.3524,216.38928,-47.011677,27.974787
782,2020-02-22,223,187.41692,216.39449,-45.986515,17.008951
783,2020-02-23,130,164.6872,216.3997,-44.924114,-6.788399
784,2020-02-24,127,147.11967,216.4049,-43.820194,-25.465033
785,2020-02-25,154,148.77588,216.41011,-42.676956,-24.95729
786,2020-02-26,152,169.2694,216.41533,-41.49981,-5.646123
787,2020-02-27,169,194.04791,216.45444,-40.288635,17.882107
788,2020-02-28,183,205.42606,216.49971,-39.04843,27.974775
789,2020-03-01,240,173.30841,216.59026,-36.492973,-6.788882
790,2020-03-02,158,156.00928,216.63553,-35.18372,-25.442543
791,2020-03-03,172,157.86508,216.68082,-33.858665,-24.957066
792,2020-03-04,188,178.5616,216.72609,-32.51885,-5.645633
793,2020-03-05,190,203.47983,216.77136,-31.174028,17.882492
794,2020-03-06,218,214.96892,216.81665,-29.822493,27.974764
795,2020-03-07,216,205.35765,216.86191,-28.468996,16.964733
796,2020-03-08,233,183.00107,216.90718,-27.11676,-6.7893662
797,2020-03-09,149,165.71573,216.95247,-25.771282,-25.465443
798,2020-03-10,192,167.60849,216.99774,-24.43241,-24.95684
799,2020-03-11,203,188.29283,217.04301,-23.105032,-5.6451445
800,2020-03-12,215,213.17809,217.08829,-21.793068,17.882874
801,2020-03-13,223,224.61258,217.13356,-20.495743,27.974756
802,2020-03-14,219,214.96866,217.17885,-19.217943,17.007765
803,2020-03-15,229,192.47751,217.22412,-17.956755,-6.7898498
804,2020-03-16,151,175.08171,217.2694,-16.72204,-25.46565
805,2020-03-17,163,176.85059,217.31467,-15.507459,-24.956615
806,2020-03-18,178,197.397,217.35994,-14.318284,-5.6446567
807,2020-03-19,178,222.177,217.40521,-13.15347,17.925255
808,2020-03-20,213,233.4126,217.4505,-12.012634,27.974747
809,2020-03-21,234,223.60484,217.49577,-10.898295,17.007368
810,2020-03-22,251,200.943,217.54103,-9.807713,-6.7903333
811,2020-03-23,147,183.38065,217.58632,-8.739817,-25.465858
812,2020-03-24,187,184.98007,217.63159,-7.6951365,-24.956388
813,2020-03-25,181,205.3549,217.67686,-6.6777945,-5.644168
814,2020-03-26,180,229.92928,217.72215,-5.676515,17.883642
815,2020-03-27,212,241.0462,217.76743,-4.695957,27.974735
816,2020-03-28,236,231.04059,217.8127,-3.735647,16.963541
817,2020-03-29,239,208.2786,217.85797,-2.7885478,-6.7908173
818,2020-03-30,142,190.6012,217.90324,-1.858671,-25.443373
819,2020-03-31,184,192.05255,217.94852,-0.9397962,-24.956163
820,2020-04-01,204,212.31618,217.9938,-0.03394176,-5.643678
821,2020-04-02,221,236.78638,218.03908,0.86328244,17.884024
822,2020-04-03,291,247.8114,218.08435,1.7523369,27.974724
823,2020-04-04,286,237.73093,218.12962,2.6381612,16.963144
824,2020-04-05,248,214.89977,218.1749,3.5161605,-6.791301
825,2020-04-06,202,197.14684,218.22017,4.3929353,-25.466269
826,2020-04-07,213,198.57974,218.26546,5.270224,-24.955938
827,2020-04-08,223,218.81262,218.31073,6.1450872,-5.643192
828,2020-04-09,224,243.26292,218.356,7.0225077,17.884409
829,2020-04-10,242,254.2744,218.40128,7.8984094,27.974712
830,2020-04-11,284,244.22908,218.44655,8.77634,17.00618
831,2020-04-12,293,221.35834,218.49182,9.658302,-6.791785
832,2020-04-13,185,203.60995,218.53711,10.539329,-25.466476
833,2020-04-14,241,205.05011,218.58237,11.423452,-24.955713
834,2020-04-15,222,225.29167,218.62766,12.30673,-5.642703
835,2020-04-16,224,249.79352,218.67293,13.193806,17.926788
836,2020-04-17,250,260.76904,218.7182,14.07613,27.974703
837,2020-04-18,258,250.72772,218.76347,14.958462,17.005783
838,2020-04-19,271,227.85089,218.80876,15.834411,-6.792269
839,2020-04-20,166,210.09445,218.85402,16.707108,-25.466682
840,2020-04-21,213,211.51599,218.8993,17.572168,-24.955486
841,2020-04-22,216,231.72786,218.94458,18.425505,-5.6422153
842,2020-04-23,223,256.12512,218.96974,19.27021,17.885174
843,2020-04-24,242,267.06128,218.98598,20.100624,27.974691
844,2020-04-25,281,256.87906,219.0022,20.914898,16.961956
845,2020-04-26,295,233.93497,219.01843,21.709288,-6.7927504
846,2020-04-27,167,216.07518,219.03467,22.48471,-25.444202
847,2020-04-28,210,217.33101,219.05089,23.235378,-24.955261
848,2020-04-29,210,237.38988,219.06712,23.96447,-5.641728
849,2020-04-30,255,261.63354,219.08336,24.66463,17.88556
850,2020-05-01,258,272.41068,219.09958,25.336418,27.974682
851,2020-05-02,307,262.09955,219.11581,25.978737,17.004992
852,2020-05-03,300,238.92786,219.13205,26.589054,-6.7932353
853,2020-05-04,186,220.84872,219.14828,27.167545,-25.467096
854,2020-05-05,266,221.9194,219.1645,27.709942,-24.955036
855,2020-05-06,242,241.7059,219.18074,28.21991,-5.694756
856,2020-05-07,247,265.7796,219.19698,28.696705,17.885942
857,2020-05-08,233,276.32483,219.2132,29.136967,27.97467
858,2020-05-09,281,265.77924,219.22943,29.54519,17.004597
859,2020-05-10,301,242.3723,219.24567,29.920355,-6.7937183
860,2020-05-11,197,224.06058,219.26189,30.265995,-25.467304
861,2020-05-12,231,224.90302,219.27812,30.579706,-24.954811
862,2020-05-13,211,244.52133,219.29434,30.867735,-5.6407514
863,2020-05-14,243,268.32593,219.31058,31.129025,17.886324
